logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol	entrez
ENSG00000103067.14	1.06276919601622	5.97706237603955	8.91878165134347	2.85027485625506e-18	1.27075028094012e-17	30.2873196401644	ESRP2	80004
ENSG00000032219.19	-0.496322541718922	5.37919287767812	-8.91681843856151	2.89683624536199e-18	1.29121095034386e-17	30.2713287456755	ARID4A	5926
ENSG00000231999.7	-1.05539222871907	0.43205027094272	-8.91621924524869	2.91119654045869e-18	1.29731245140902e-17	30.2664487362827	LRRC8C-DT	400761
ENSG00000168724.17	0.459952134701043	6.18235935038567	8.91545043076392	2.92972515277409e-18	1.30526823111831e-17	30.2601876792559	DNAJC21	134218
ENSG00000182771.19	-0.987591507952907	1.58663621042607	-8.91534984062451	2.93215801158627e-18	1.30605092155461e-17	30.2593685282441	GRID1	2894
ENSG00000179915.24	-2.19352119070627	-0.410540905499362	-8.91468423554881	2.94830667257745e-18	1.3126385872517e-17	30.2539483979357	NRXN1	9378
ENSG00000157077.15	-0.813438281426138	5.22719907908929	-8.91449198101725	2.9529874314385e-18	1.31441961291541e-17	30.2523829004367	ZFYVE9	9372
ENSG00000196109.9	-1.9992082373778	0.162786033918523	-8.91436732950412	2.95602620828488e-18	1.31546911521878e-17	30.2513678983084	ZNF676	163223
ENSG00000102030.16	0.88561884617404	4.54090843161158	8.91321058340855	2.98437350057706e-18	1.3276860412477e-17	30.2419494017881	NAA10	8260
ENSG00000108671.11	0.606091865320624	7.28932001509632	8.91319107993367	2.98485375149536e-18	1.3276860412477e-17	30.2417906086264	PSMD11	5717
ENSG00000102606.18	-0.503607937023062	6.15780068586869	-8.91194220206639	3.01576563180605e-18	1.34112708276311e-17	30.2316231089188	ARHGEF7	8874
ENSG00000175857.8	1.23319875025966	4.09316116073087	8.91009509889876	3.06206594044458e-18	1.36117998130302e-17	30.2165874365757	GAPT	202309
ENSG00000142405.22	1.43712362327937	0.123699256298007	8.91008712166157	3.06226741833674e-18	1.36117998130302e-17	30.2165225063744	NLRP12	91662
ENSG00000259291.2	-1.04723416055975	4.93220686276127	-8.90993024090125	3.06623235847974e-18	1.36262886360965e-17	30.2152455954556	ZNF710-AS1	109729181
ENSG00000237232.9	1.22830474705346	-0.741573712425173	8.90986719779356	3.06782711396955e-18	1.36302401535565e-17	30.2147324693766	ZNF295-AS1	150142
ENSG00000008323.15	-1.18654628095668	4.49938548008762	-8.90763352803437	3.124863169911e-18	1.38804568214166e-17	30.1965539270322	PLEKHG6	55200
ENSG00000128513.16	0.552847149233843	5.79886502088226	8.90522397186576	3.18756664625398e-18	1.4152473562936e-17	30.1769481819733	POT1	25913
ENSG00000149527.18	-1.51707237333132	2.27591749644857	-8.9035352458461	3.23225216002902e-18	1.43442791700989e-17	30.1632102083914	PLCH2	9651
ENSG00000196358.11	1.12368917078957	0.739802253829226	8.90314552034252	3.2426523866162e-18	1.43871288021708e-17	30.160040054834	NTNG2	84628
ENSG00000198914.5	-2.23824522338482	-2.53679804686716	-8.90309064874704	3.2441193471835e-18	1.4390332387805e-17	30.1595937207285	POU3F3	5455
ENSG00000101361.17	0.517280808631989	7.67343358314246	8.90199849881109	3.27345427247876e-18	1.45109484696126e-17	30.1507104773169	NOP56	10528
ENSG00000146425.11	0.549725495665735	8.80433506833427	8.90199442398893	3.27356421112805e-18	1.45109484696126e-17	30.1506773355397	DYNLT1	6993
ENSG00000171421.13	0.548153696722884	8.59754290499358	8.90141112338269	3.28933938833219e-18	1.45708457472601e-17	30.1459333026906	MRPL36	64979
ENSG00000077420.16	-1.08018526154061	5.71147681112773	-8.89939176243517	3.34453527029324e-18	1.48119514790291e-17	30.1295116605229	APBB1IP	54518
ENSG00000161513.12	0.974928929760267	5.23388691322768	8.89805520005854	3.38157075852372e-18	1.49725381419118e-17	30.118644302172	FDXR	2232
ENSG00000114547.10	-2.69604012203821	1.16363735283936	-8.8975250698904	3.39637249206561e-18	1.50346296520906e-17	30.1143342799102	ROPN1B	152015
ENSG00000117298.16	-0.719760783078255	8.2944154977564	-8.89592805270601	3.44135108496954e-18	1.52302451911665e-17	30.101351624051	ECE1	1889
ENSG00000150527.17	0.585667907224729	5.91763093197142	8.89541871628141	3.45581962303531e-18	1.52872735236538e-17	30.097211474137	MIA2	4253
ENSG00000197599.12	1.49558020709479	2.19108437977278	8.89498707674228	3.46812813681773e-18	1.53382095574736e-17	30.0937030385457	CCDC154	645811
ENSG00000147684.10	1.01132248572274	6.59463662561952	8.89331408179756	3.51624584303254e-18	1.55474564421384e-17	30.0801060003744	NDUFB9	4715
ENSG00000110107.9	0.543828597596136	9.98161780942093	8.89234588332942	3.54439360288399e-18	1.56683285172798e-17	30.0722380681581	PRPF19	27339
ENSG00000162461.8	-0.987309737029459	1.30242363961856	-8.89137116710273	3.57295593345501e-18	1.5790977516011e-17	30.0643178877484	SLC25A34	284723
ENSG00000121064.13	-0.986010552084878	8.28208202147899	-8.88903398530726	3.64237352830872e-18	1.60940923650201e-17	30.045329753253	SCPEP1	59342
ENSG00000163600.13	1.94669820099482	3.01572043327177	8.88756995613199	3.68653497033945e-18	1.62817747043936e-17	30.0334375442874	ICOS	29851
ENSG00000113790.11	-0.880474129757761	4.62002755579804	-8.88743928225076	3.69050230465607e-18	1.62955710905934e-17	30.0323761682479	EHHADH	1962
ENSG00000156284.6	-2.5916548982063	5.85266586086041	-8.88466617279271	3.77569820510105e-18	1.6667947423707e-17	30.0098551173009	CLDN8	9073
ENSG00000110195.14	-3.02676906002143	4.80774175688219	-8.88283166509829	3.8331242445356e-18	1.6917590622787e-17	29.994959868018	FOLR1	2348
ENSG00000189136.9	-1.10404696625137	2.09245930821954	-8.88277062716467	3.83504970472869e-18	1.69222225207741e-17	29.9944643155699	UBE2Q2P1	388165
ENSG00000095002.15	0.649334400155167	5.59615772964951	8.88258889076615	3.84078830042214e-18	1.69436739866533e-17	29.9929888577528	MSH2	4436
ENSG00000105643.10	-0.676461891730474	5.49142733170103	-8.88229469267182	3.85009604670157e-18	1.69808574041509e-17	29.9906004136374	ARRDC2	27106
ENSG00000162959.13	0.780646861271896	1.85549246612319	8.88153492056533	3.87423679637947e-18	1.70834299092578e-17	29.9844325154032	MEMO1	51072
ENSG00000173171.14	0.556443727801317	5.96855186003516	8.88004084455854	3.92214653811582e-18	1.7290740945532e-17	29.9723047487658	MTX1	4580
ENSG00000166402.9	-1.23253684989292	3.89994610914803	-8.8758420160587	4.0599477452313e-18	1.78941525307731e-17	29.9382309328929	TUB	7275
ENSG00000136997.21	-1.27255324070379	7.42097734854357	-8.87564825469307	4.06642108163329e-18	1.79185954505e-17	29.9366588672773	MYC	4609
ENSG00000242808.10	1.51154921259366	-0.768214839177519	8.87554169459825	4.06998547674938e-18	1.79302119589155e-17	29.9357943135574	SOX2-OT	347689
ENSG00000081189.16	-0.79241288492983	5.36367230737704	-8.87480489090804	4.09471596919187e-18	1.80350485847808e-17	29.9298166419006	MEF2C	4208
ENSG00000123360.12	-1.01700705455035	2.86989750478201	-8.87131227520275	4.21398080741884e-18	1.85561160788049e-17	29.9014867325194	PDE1B	5153
ENSG00000136367.14	0.937966713320082	2.63614747067466	8.8705028531245	4.24210736497062e-18	1.86757133264591e-17	29.8949225288612	ZFHX2	85446
ENSG00000112851.15	0.430270976830409	7.41173127815672	8.86906268765813	4.29261136305955e-18	1.88937494444257e-17	29.8832443885823	ERBIN	55914
ENSG00000161267.12	1.04446640734156	5.05240571487979	8.86861000644393	4.30860855933207e-18	1.89555226939597e-17	29.8795739724623	BDH1	622
ENSG00000111671.10	1.04036615025146	6.06209664905154	8.86727794185729	4.35602486856327e-18	1.91597651208801e-17	29.8687742687268	SPSB2	84727
ENSG00000061794.13	0.566137474844133	9.97594491128514	8.8656863461799	4.41335651073172e-18	1.940751674808e-17	29.855872184269	MRPS35	60488
ENSG00000115596.4	-2.21248401084173	2.71367642685122	-8.86553483915141	4.41885276102434e-18	1.94272639138526e-17	29.8546441104538	WNT6	7475
ENSG00000009724.17	-1.16609591136987	0.955583460852289	-8.86264723384449	4.52491044647084e-18	1.98890147906538e-17	29.8312413157725	MASP2	10747
ENSG00000115946.8	0.438950783999466	7.59280177789261	8.86127296949429	4.5762655174122e-18	2.01101677127773e-17	29.820105719304	PNO1	56902
ENSG00000039537.14	-2.60989324604189	0.791240107992136	-8.86114243907631	4.58117319600754e-18	2.01271557426595e-17	29.8190481123005	C6	729
ENSG00000147872.10	-1.0971040270245	6.80107545408508	-8.86086006201611	4.59180781548213e-18	2.01692913550441e-17	29.8167602304104	PLIN2	123
ENSG00000114023.15	0.948849879098906	5.96784193334601	8.86057511970239	4.60256379155296e-18	2.02119407422642e-17	29.8144516256268	FAM162A	26355
ENSG00000124256.15	1.76113679280736	2.06729113721657	8.86026177198371	4.61442077888831e-18	2.02594046833101e-17	29.8119129512015	ZBP1	81030
ENSG00000253305.2	-1.09696542380639	1.62382052944191	-8.85917490775975	4.65578198147472e-18	2.04363545371799e-17	29.8031079935766	PCDHGB6	56100
ENSG00000226791.7	1.3379858168962	1.14516682782984	8.85856122961903	4.67929755869851e-18	2.0534909186492e-17	29.7981368303742	LINC02611	101927070
ENSG00000198286.10	1.23429615908349	3.26705681231432	8.85626555101406	4.76831200952819e-18	2.09207929593608e-17	29.7795429843026	CARD11	84433
ENSG00000083857.14	-1.30302902549988	6.9899512408094	-8.85422472729277	4.84884925917795e-18	2.12693165278837e-17	29.7630166953923	FAT1	2195
ENSG00000111879.20	-1.22596828734959	2.37700115757127	-8.85321476154406	4.88920175386406e-18	2.14414527766506e-17	29.7548393120583	FAM184A	79632
ENSG00000139211.7	-1.60458943141884	6.70342068758042	-8.85185531991431	4.94404209634204e-18	2.16770325050239e-17	29.7438335528315	AMIGO2	347902
ENSG00000124731.13	1.84061376340303	2.07547742902029	8.84908666234467	5.0576185360399e-18	2.21699738777442e-17	29.7214234128232	TREM1	54210
ENSG00000107968.10	-1.069415698275	5.58475866081662	-8.84801684227088	5.10219269326634e-18	2.23602900291559e-17	29.7127656072592	MAP3K8	1326
ENSG00000111335.13	1.46637927106231	6.51985013946375	8.84672237229073	5.15664657499325e-18	2.25938077876433e-17	29.7022909248074	OAS2	4939
ENSG00000109819.9	-1.74467823088405	0.75869583183316	-8.84605993254658	5.18473502808069e-18	2.27065770284431e-17	29.6969310411924	PPARGC1A	10891
ENSG00000094755.17	-3.56798010005758	5.30880458112417	-8.84540097088339	5.21282610170966e-18	2.28244276139681e-17	29.6915996300012	GABRP	2568
ENSG00000198131.14	0.631645288114215	5.4439161759975	8.84507737159828	5.22667596149366e-18	2.28798835767357e-17	29.6889816305956	ZNF544	27300
ENSG00000167178.16	-1.15025031876272	1.01935778932089	-8.84437107077888	5.25703173361136e-18	2.30075530199149e-17	29.6832677561528	ISLR2	57611
ENSG00000117620.15	0.69878225547328	5.65108412596859	8.84390322182625	5.27723511483165e-18	2.30907424571501e-17	29.6794831325561	SLC35A3	23443
ENSG00000177628.16	0.615417711751174	7.79203929440813	8.84311815448149	5.31130977056206e-18	2.32345747617115e-17	29.6731327720079	GBA	2629
ENSG00000204351.12	0.478376605135125	6.29889696971673	8.84230554995498	5.34680878444621e-18	2.3384571450743e-17	29.6665601582752	SKIV2L	6499
ENSG00000125485.17	0.443673935007534	5.34142367445566	8.83697961833868	5.58535311080371e-18	2.44168027595624e-17	29.6234946902036	DDX31	64794
ENSG00000177990.12	-1.36933543947217	1.46374655654094	-8.83594254887779	5.63301211640291e-18	2.4614007705196e-17	29.6151114577954	DPY19L2	283417
ENSG00000198590.12	1.12766705044603	0.258444517628651	8.83575719636751	5.64157233480072e-18	2.4645837712275e-17	29.6136132323641	APRG1	339883
ENSG00000177426.22	0.643799201055355	6.70978208718154	8.83561816044193	5.64800193583921e-18	2.46683475913502e-17	29.6124894063038	TGIF1	7050
ENSG00000160781.17	1.3868999502524	4.60876334676003	8.83483782071692	5.68422278646343e-18	2.48209348528256e-17	29.6061822005045	PAQR6	79957
ENSG00000274286.2	-1.40137016190487	1.02760024465313	-8.83344021694916	5.74967004201866e-18	2.51010453947382e-17	29.5948870283924	ADRA2B	151
ENSG00000113070.8	-1.05116761077947	5.62181669096934	-8.83249072656404	5.7945574647544e-18	2.52912926127712e-17	29.5872142721362	HBEGF	1839
ENSG00000141367.12	0.688421564423821	9.45770272036808	8.83160557994702	5.83671503075536e-18	2.54695416679765e-17	29.580062090252	CLTC	1213
ENSG00000230797.3	0.890491176302207	2.46081166639775	8.83109347009781	5.86124403005506e-18	2.55708022070017e-17	29.5759244006702	YY2	404281
ENSG00000066855.16	0.837280774797866	6.40634435010867	8.82774362140902	6.024228018804e-18	2.62699857488162e-17	29.5488635768211	MTFR1	9650
ENSG00000182199.11	0.59505153578661	7.16384196412114	8.82558492576721	6.13162364830929e-18	2.67262422468499e-17	29.5314296755027	SHMT2	6472
ENSG00000021574.13	0.447052847470045	5.2159284449489	8.8249120094535	6.16548683789752e-18	2.68677813522455e-17	29.5259958423646	SPAST	6683
ENSG00000214652.6	-1.72309765919568	2.09648280902192	-8.82316176518926	6.25443289241092e-18	2.72492410048702e-17	29.5118641452302	ZNF727	442319
ENSG00000164220.7	2.03705372089029	6.21579698222307	8.82176328963294	6.32641325863443e-18	2.75566293867644e-17	29.5005743492085	F2RL2	2151
ENSG00000134717.18	0.451779804569722	7.03980413566127	8.81643336168858	6.60833645952828e-18	2.87716573642477e-17	29.4575598578146	BTF3L4	91408
ENSG00000115705.22	-1.50875182456278	1.33903561098582	-8.81237196238092	6.83146857950297e-18	2.97364375887423e-17	29.424797379543	TPO	7173
ENSG00000227210.2	1.28856234731495	1.22114871464421	8.81154495932499	6.87780857868715e-18	2.99246635412339e-17	29.4181276539387	WDR35-DT	101928222
ENSG00000227630.4	1.23199298266047	1.61772332466669	8.81134116166882	6.88927575612905e-18	2.99678065879084e-17	29.4164841191422	LINC01132	100506810
ENSG00000151834.16	-2.17199533682421	-1.48141897438343	-8.81130399151352	6.89136926398111e-18	2.99701646649228e-17	29.4161843622668	GABRA2	2555
ENSG00000181656.7	-1.79683018162208	0.460134241930514	-8.80918514943604	7.01175299719128e-18	3.04868432139863e-17	29.3990988047529	GPR88	54112
ENSG00000136720.7	0.642984224636117	6.96366363621177	8.80773055146489	7.09559852211382e-18	3.08375190664105e-17	29.387371444938	HS6ST1	9394
ENSG00000088970.16	-0.562096595671905	4.97552298297445	-8.80590823044677	7.20204037295817e-18	3.12930760064791e-17	29.3726816772578	KIZ	55857
ENSG00000131080.15	-1.13925674917439	3.79901432462422	-8.80498519907366	7.25655550070823e-18	3.15228556695933e-17	29.3652420672643	EDA2R	60401
ENSG00000088038.19	0.448880115801018	5.88832973154551	8.80424172019705	7.30076259376228e-18	3.17077634411645e-17	29.3592501178739	CNOT3	4849
ENSG00000285576.1	-1.84552978766654	0.0587145520649415	-8.8042139626371	7.30241819848493e-18	3.17078252996925e-17	29.3590264184022	LOC112268117	112268117
ENSG00000107758.16	-0.446530332545923	7.12518641171328	-8.8032960751444	7.35737536417631e-18	3.19392757944175e-17	29.3516294508768	PPP3CB	5532
ENSG00000125966.10	-1.37806366756441	1.34444808069437	-8.80243811917861	7.40911389795748e-18	3.21494299821973e-17	29.3447160331232	MMP24	10893
ENSG00000164236.12	-1.15053962979815	2.09164947880507	-8.80215310547029	7.42638095951551e-18	3.22171182070336e-17	29.3424195139092	ANKRD33B	651746
ENSG00000204514.10	0.950231689910519	4.38714959503967	8.80166152631737	7.45625597360884e-18	3.23394595640268e-17	29.338458723652	ZNF814	730051
ENSG00000180035.13	0.605574151633094	5.36773117849629	8.80147132922025	7.46784678361592e-18	3.23824610922317e-17	29.3369263020261	ZNF48	197407
ENSG00000114812.13	-1.20352822716281	3.94502571969058	-8.80068531118457	7.51593678594838e-18	3.25836774755276e-17	29.3305936321094	VIPR1	7433
ENSG00000017483.15	1.39417710383654	3.77844559745562	8.80056689909279	7.52320794094722e-18	3.26078822084852e-17	29.3296396684774	SLC38A5	92745
ENSG00000118263.15	-0.885072661758452	5.33767423794483	-8.80028683994644	7.54043280553045e-18	3.26752088239653e-17	29.3273834697916	KLF7	8609
ENSG00000105983.22	0.498175716653184	6.01757143606012	8.7998752663282	7.56581716936935e-18	3.27778551419325e-17	29.3240678791576	LMBR1	64327
ENSG00000172382.10	1.43049691873538	1.69355478154041	8.7994833818504	7.59006569837662e-18	3.28755356863766e-17	29.3209110219841	PRSS27	83886
ENSG00000248441.7	-1.18314424624501	-0.194419204328274	-8.79395485597787	7.94045428597226e-18	3.4385495605562e-17	29.2763880062821	LETR1	400456
ENSG00000101846.8	-0.940220242013912	4.80734864101052	-8.79277759586454	8.01710744365782e-18	3.47096552211075e-17	29.2669101566642	STS	412
ENSG00000138095.19	0.532627748235444	8.1414389158415	8.79194844170852	8.07153355934716e-18	3.49374602956461e-17	29.2602354619437	LRPPRC	10128
ENSG00000219607.4	-1.10940950642378	1.44623346436045	-8.79145328939586	8.10420967063804e-18	3.50710399680523e-17	29.25624973354	PPP1R3G	648791
ENSG00000126091.21	0.96458902193716	0.156140070886375	8.79129550998629	8.11464930821664e-18	3.51083528188419e-17	29.2549797274979	ST3GAL3	6487
ENSG00000151500.15	-0.56593231313058	8.23902222441455	-8.79104690698431	8.13112536896087e-18	3.51717599367636e-17	29.2529786980929	THYN1	29087
ENSG00000166619.15	-0.568673224444245	7.02032065434752	-8.78996456986774	8.20324312875575e-18	3.54757669042542e-17	29.2442674120029	BLCAP	10904
ENSG00000204713.11	0.467607530799394	6.84910710264029	8.78878056795606	8.28285940995429e-18	3.58120586574523e-17	29.2347388908185	TRIM27	5987
ENSG00000166405.15	-2.17636759278119	1.43288973889118	-8.78783795642268	8.34678960914355e-18	3.60723225211264e-17	29.2271537771721	RIC3	79608
ENSG00000146281.6	-1.47437124208787	4.43138265808752	-8.78773251058255	8.35397147195277e-18	3.60952853713227e-17	29.2263053057354	PM20D2	135293
ENSG00000010165.20	0.490164700550859	7.51476709766119	8.78770136445781	8.35609398737405e-18	3.60963827477844e-17	29.2260546896264	METTL13	51603
ENSG00000145824.13	-2.3403800498134	10.0841336219176	-8.78622399575234	8.45738707575381e-18	3.65257776725715e-17	29.2141679482783	CXCL14	9547
ENSG00000155511.18	-2.5883505320634	-1.4100506986414	-8.78433940697101	8.58836422065228e-18	3.70831515454986e-17	29.1990071763874	GRIA1	2890
ENSG00000065526.12	-0.552290972751858	6.70205238873854	-8.78299214390591	8.6832250739418e-18	3.74843669225492e-17	29.1881706380519	SPEN	23013
ENSG00000111679.17	0.614283853516182	6.11993138383329	8.77816766952241	9.03149138797222e-18	3.89790774425485e-17	29.1493769519871	PTPN6	5777
ENSG00000123374.11	0.58249684944724	6.43003660708988	8.77740331665819	9.08792111836136e-18	3.92138619978791e-17	29.1432324063755	CDK2	1017
ENSG00000164692.18	1.4386888834089	11.9038282211949	8.77729313069186	9.09608449200941e-18	3.92403216205086e-17	29.1423466707078	COL1A2	1278
ENSG00000171222.10	1.15597576782896	8.73548506005057	8.77726538226903	9.09814143846454e-18	3.92404323081621e-17	29.1421236150162	SCAND1	51282
ENSG00000173950.16	0.623367818733916	5.21434607906908	8.77620540656442	9.17706101257984e-18	3.95719787145128e-17	29.1336034404268	XXYLT1	152002
ENSG00000179270.7	-1.88893301236099	-3.21320277920881	-8.77431419941356	9.31955383712173e-18	4.01774472272969e-17	29.1184038866371	PCARE	388939
ENSG00000115884.11	1.3635612542832	9.36372000808534	8.77368312232162	9.36758731608053e-18	4.03755135591351e-17	29.1133325535116	SDC1	6382
ENSG00000129932.10	0.985330944046962	6.56567510776035	8.77143100742629	9.54100747625145e-18	4.11138037979535e-17	29.0952370447725	DOHH	83475
ENSG00000105479.16	1.46546327660974	1.01575180179195	8.77117377803492	9.56101583606868e-18	4.11908349511987e-17	29.0931704797412	ODAD1	93233
ENSG00000174243.10	0.404655790062903	7.61382086776509	8.76944657903976	9.69644310433574e-18	4.17649694291099e-17	29.0792955780125	DDX23	9416
ENSG00000197980.13	1.01112015485443	1.19438635397443	8.76913797136141	9.7208395225816e-18	4.18607173199357e-17	29.0768167165634	LEKR1	389170
ENSG00000266714.9	-1.08426943644166	4.34499571919161	-8.76882135202249	9.74593235719399e-18	4.19594208326885e-17	29.0742735777887	MYO15B	80022
ENSG00000288675.1	1.06859073635176	2.36184830710909	8.76702753393554	9.88931059549535e-18	4.2567224171965e-17	29.0598667801058	PANO1	101927423
ENSG00000037474.15	0.478476839861877	7.17636834955449	8.7662008517328	9.95608660862746e-18	4.28451060604735e-17	29.0532282252891	NSUN2	54888
ENSG00000075213.11	-1.25310655595476	2.30069249358449	-8.76586762433768	9.98312924253969e-18	4.29519132978578e-17	29.0505524372649	SEMA3A	10371
ENSG00000156398.13	1.10207996982837	5.19235958584188	8.7654253686682	1.00191320997528e-17	4.30972152979345e-17	29.0470012922889	SFXN2	118980
ENSG00000169129.15	-1.12527388862553	5.18949841726924	-8.76350859737599	1.01766609185199e-17	4.3765079168292e-17	29.0316120736497	AFAP1L2	84632
ENSG00000188820.13	1.68645362313218	3.23633457805439	8.76244905596311	1.02647870717253e-17	4.41342436348964e-17	29.0231065172473	CALHM6	441168
ENSG00000123154.12	0.747428205830435	4.06252557146008	8.76239534295662	1.02692746278523e-17	4.41437132311639e-17	29.0226753544758	WDR83	84292
ENSG00000171223.6	-1.08167427679753	10.0838951437591	-8.76197145632123	1.03047571672069e-17	4.42863846398451e-17	29.0192728269356	JUNB	3726
ENSG00000167685.15	0.688791753939387	5.25180272162473	8.76130912219799	1.03604423794824e-17	4.45157975726961e-17	29.0139565620567	ZNF444	55311
ENSG00000250451.5	-1.22260957449836	5.22364921778175	-8.75907256117288	1.05506869527512e-17	4.53231422177557e-17	28.996007145982	HOXC-AS1	100874363
ENSG00000090470.15	-0.434597581162527	6.73834609639985	-8.75777521398897	1.06626193038299e-17	4.57836140723242e-17	28.9855970978715	PDCD7	10081
ENSG00000146094.15	0.898086594654277	3.51579660202326	8.75751871168079	1.06848883790587e-17	4.58690386014789e-17	28.9835390490412	DOK3	79930
ENSG00000133739.16	0.82479110282289	6.24545250927702	8.75674807250456	1.07520708701073e-17	4.61471906395761e-17	28.9773561202908	LRRCC1	85444
ENSG00000181638.20	0.728730678736801	3.44878219705743	8.75348006377524	1.10416391365827e-17	4.73794724212582e-17	28.9511415440756	ZFP41	286128
ENSG00000145063.15	1.92511148016582	-0.71062265949682	8.75257559820642	1.11231342755669e-17	4.77185671630915e-17	28.9438877478118	FLJ33534	285150
ENSG00000170921.15	1.08114308354783	6.01256316133908	8.75206876580977	1.11690611153349e-17	4.79049561780726e-17	28.9398232351696	TANC2	26115
ENSG00000213533.13	1.00377003790591	0.431539393669024	8.7516043782578	1.12113063492087e-17	4.80648060483828e-17	28.9360992788121	STIMATE	375346
ENSG00000135720.13	-0.810196358945183	6.79042220684066	-8.74907795366312	1.144391709238e-17	4.9051162722564e-17	28.9158425902853	DYNC1LI2	1783
ENSG00000102383.14	-1.23079252758194	1.87358407362501	-8.74852582087864	1.14953843998168e-17	4.92608331489932e-17	28.9114162794149	ZDHHC15	158866
ENSG00000198732.11	-2.28335583435122	2.61169376423622	-8.74825891091755	1.15203465141266e-17	4.93568538389662e-17	28.9092766123586	SMOC1	64093
ENSG00000173409.14	0.611452420789194	8.31428508948788	8.74804832335389	1.15400790233632e-17	4.9430431612712e-17	28.9075884887216	ARV1	64801
ENSG00000070526.15	-1.83278759914178	1.83522494647555	-8.74676745502703	1.16608208629112e-17	4.99254737211255e-17	28.8973214516114	ST6GALNAC1	55808
ENSG00000151240.17	-0.640199377258452	5.75960939094525	-8.74620735178037	1.17140110116672e-17	5.01420927816059e-17	28.8928322345251	DIP2C	22982
ENSG00000204370.13	-0.602326972185603	8.05287443201093	-8.74437903373348	1.18893119482672e-17	5.08811980984995e-17	28.8781799687253	SDHD	6392
ENSG00000008083.14	0.636532275257674	6.13201896545374	8.74224953495698	1.20967619450558e-17	5.17460689226278e-17	28.8611172420761	JARID2	3720
ENSG00000121057.13	-0.738585348979681	7.29081970958264	-8.74137597377186	1.21828933016943e-17	5.21029738326613e-17	28.8541187878088	AKAP1	8165
ENSG00000130962.18	-1.0235630675741	3.76414949736418	-8.74114399083899	1.22058680447753e-17	5.21896766022508e-17	28.8522603761608	PRRG1	5638
ENSG00000174032.17	-0.641424866477633	4.77990313977694	-8.74104297055142	1.22158861073829e-17	5.22209532689583e-17	28.8514511170797	SLC25A30	253512
ENSG00000108395.14	0.690215651483185	6.48950616769166	8.74086386263566	1.22336680137327e-17	5.2285397940108e-17	28.8500163283583	TRIM37	4591
ENSG00000196517.13	1.24414417151239	4.86177289874615	8.73972693654063	1.23471407420309e-17	5.27586960527655e-17	28.8409092698786	SLC6A9	6536
ENSG00000180190.12	-1.30582401173587	5.1773024426642	-8.73773203096027	1.25487655256415e-17	5.36083707263033e-17	28.824931973285	TDRP	157695
ENSG00000108639.8	0.620147029771156	8.95467450816595	8.73769608073885	1.25524287049629e-17	5.36121639890499e-17	28.824644074121	SYNGR2	9144
ENSG00000124356.16	0.462350999833582	5.65496957833326	8.73661115722335	1.26634766520997e-17	5.40745008764946e-17	28.8159561762307	STAMBP	10617
ENSG00000165591.6	1.13847847624966	7.32126371988058	8.73611995208621	1.27140730873481e-17	5.42665629477222e-17	28.812022978403	FAAH2	158584
ENSG00000128283.7	-0.85732191486924	8.43129486352449	-8.73601939410385	1.27244556486488e-17	5.42988809853317e-17	28.8112178091818	CDC42EP1	11135
ENSG00000168140.5	-0.964476710213938	6.58621108515138	-8.7352591365007	1.28032235680542e-17	5.46229401253692e-17	28.8051306658652	VASN	114990
ENSG00000170270.5	0.525605346278166	8.3384400975622	8.73429489751587	1.29038190534833e-17	5.50399594778517e-17	28.7974109438862	GON7	84520
ENSG00000204209.13	0.450988842448078	8.5464382905053	8.73402461093515	1.29321569893123e-17	5.51486553464756e-17	28.7952471502469	DAXX	1616
ENSG00000260804.3	-0.893211596460038	5.16340261391389	-8.73392454940707	1.29426634397999e-17	5.51812783778536e-17	28.7944461165225	LINC01963	150967
ENSG00000106772.18	-1.23657071211223	2.71807109462769	-8.73201773568999	1.3144498945457e-17	5.60294418862177e-17	28.7791827516824	PRUNE2	158471
ENSG00000196247.11	0.79835159645986	5.02251511322133	8.73160809706218	1.31882633836608e-17	5.62035896857619e-17	28.7759041033562	ZNF107	51427
ENSG00000198734.12	1.56875945573761	1.5754482826055	8.73155363426804	1.3194092846957e-17	5.62160312345644e-17	28.7754682060181	F5	2153
ENSG00000117505.13	0.386711866838348	6.64873305501829	8.7305898585805	1.32976736386456e-17	5.66448642450619e-17	28.7677549255262	DR1	1810
ENSG00000019102.12	-2.23218601719019	4.99706267415351	-8.72922580365369	1.34456493439812e-17	5.72625780482869e-17	28.7568393489377	VSIG2	23584
ENSG00000172548.14	1.82233036216017	0.0262606200793006	8.72871297143718	1.35017025612624e-17	5.74886246591289e-17	28.7527358800546	NIPAL4	348938
ENSG00000167524.16	0.973015544071867	2.26638351034498	8.7266878265392	1.3725319694406e-17	5.84278814139565e-17	28.7365334845394	RSKR	124923
ENSG00000136448.13	-0.404731327864088	7.12831522631165	-8.72606555328865	1.37947637614065e-17	5.87105631951645e-17	28.7315555491074	NMT1	4836
ENSG00000130768.15	1.25500359248682	5.63054566227416	8.72559803553142	1.3847165917051e-17	5.89206059880158e-17	28.7278157903021	SMPDL3B	27293
ENSG00000087274.17	-0.422818503723488	8.02030733027757	-8.7255094040669	1.38571224214313e-17	5.89499869934398e-17	28.7271068301082	ADD1	118
ENSG00000144681.10	-1.76212265887154	2.10395507705509	-8.72473926244322	1.39439355012538e-17	5.93062408659667e-17	28.7209467455162	STAC	6769
