baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez
ENSG00000141295.14	1719.03398128271	-1.27654509238767	0.0911119735598298	-14.0107281459491	1.3402375719696e-44	1.73996703059871e-43	SCRN2	90507
ENSG00000243649.9	437.494313573339	2.58953786068521	0.18486629296387	14.0076258314505	1.40007668635129e-44	1.81643260086866e-43	CFB	629
ENSG00000176890.16	374.937649107995	1.77970844117924	0.127092192194793	14.0032869875397	1.48825042098026e-44	1.92953165318769e-43	TYMS	7298
ENSG00000115226.10	475.017426276481	-1.72517475319877	0.123210634010513	-14.0018332593887	1.51901168712589e-44	1.96809307658604e-43	FNDC4	64838
ENSG00000277639.2	185.218438735048	-2.7491567414272	0.196376293218229	-13.9994329069656	1.57119442568687e-44	2.03433873427741e-43	LOC105371267	105371267
ENSG00000236809.2	35.0711448020929	1.89460683610212	0.135340195403898	13.9988480912711	1.58417598228523e-44	2.04977304928239e-43	SNX25P1	100419028
ENSG00000163568.15	152.878582272113	2.94907746385352	0.210687113630246	13.9974268622291	1.61617050609064e-44	2.08977120727303e-43	AIM2	9447
ENSG00000095585.17	1003.03968806476	1.50378097581639	0.107452043101721	13.9949035160999	1.67456784328362e-44	2.16383288271258e-43	BLNK	29760
ENSG00000144791.10	1489.8059490419	0.811914182719122	0.0580314577430398	13.990932061611	1.7707591542836e-44	2.28659928759696e-43	LIMD1	8994
ENSG00000172954.14	1192.66033440183	1.01810701101966	0.0727762752985669	13.9895454506685	1.80562266385743e-44	2.33006136408804e-43	LCLAT1	253558
ENSG00000079393.20	41.2664737875395	4.21854943895739	0.301557195424387	13.9892183073945	1.81394708808113e-44	2.33924097780716e-43	DUSP13	51207
ENSG00000132329.11	917.243262396566	2.69615470399589	0.192732682968742	13.9890892528756	1.81724147733709e-44	2.34192600795182e-43	RAMP1	10267
ENSG00000186105.8	23.8920353761348	-1.53987995768283	0.110095124413758	-13.9868133660094	1.87632627382717e-44	2.41645806385288e-43	LRRC70	100130733
ENSG00000143390.18	3219.97026587384	0.924221319253147	0.0660810895643687	13.9861694978996	1.8933860503169e-44	2.43680424517134e-43	RFX5	5993
ENSG00000186458.5	99.9128152856165	-4.07746755715763	0.291620667582725	-13.9820938994352	2.00500996361707e-44	2.57874716891841e-43	DEFB132	400830
ENSG00000187699.10	252.479886390457	-2.19670660083876	0.15712227335221	-13.980873328599	2.03969614701591e-44	2.62161345096829e-43	C2orf88	84281
ENSG00000165685.8	74.1230915464872	1.67720137256489	0.119989150659872	13.9779418667541	2.12546064843876e-44	2.73002984086038e-43	TMEM52B	120939
ENSG00000189221.10	2604.71584677696	-2.86775330854015	0.205164321979674	-13.9778363063743	2.12861501909563e-44	2.73226477999265e-43	MAOA	4128
ENSG00000137142.5	199.673763589893	3.18199265918919	0.227669719317228	13.9763542939828	2.17339561412291e-44	2.78789219612393e-43	IGFBPL1	347252
ENSG00000184047.20	61.882297080775	1.26372567290044	0.0904356442672293	13.9737565109421	2.25416346711208e-44	2.88957729646126e-43	DIABLO	56616
ENSG00000140299.13	3482.37196486145	-0.738819522429033	0.052880296364727	-13.9715465536205	2.32521959138104e-44	2.97868647654502e-43	BNIP2	663
ENSG00000183154.1	24.7691000517293	-2.10251399071383	0.15054311527043	-13.9661915919367	2.50677422852427e-44	3.2091361528583e-43	LOC102723701	102723701
ENSG00000166986.15	5477.20620248215	0.736061390415986	0.0527067957757869	13.965208462817	2.54160694631376e-44	3.2494217729245e-43	MARS1	4141
ENSG00000242110.8	67.5472530730821	1.51013510244183	0.108147267528366	13.9636917044228	2.59629327190454e-44	3.31714242239761e-43	AMACR	23600
ENSG00000105519.18	1582.75872743297	2.25749271142307	0.161721603918263	13.9591288778217	2.76796336925393e-44	3.52947302754108e-43	CAPS	828
ENSG00000135637.14	512.735893327004	0.858606368440917	0.0615423790300361	13.9514653475107	3.08207260682951e-44	3.92349782236643e-43	CCDC142	84865
ENSG00000131480.9	90.7825259225989	-2.26417449427939	0.16230177765152	-13.9503986157245	3.12851951546787e-44	3.9787188939966e-43	AOC2	314
ENSG00000152580.8	456.139605395034	-2.69820547916589	0.193419335261585	-13.9500297398746	3.14474236789539e-44	3.99671928046074e-43	IGSF10	285313
ENSG00000256061.7	43.3330913336378	1.59051956016246	0.114020220563714	13.9494517051358	3.17033235154529e-44	4.02659305503957e-43	DNAAF4	161582
ENSG00000213024.12	4405.18260714284	0.782456055769076	0.0560966591047369	13.9483539350921	3.21950307553513e-44	4.0863574515892e-43	NUP62	23636
ENSG00000146955.11	266.27911404773	1.89532614109573	0.135912409078399	13.9452030461945	3.36489052695349e-44	4.26808635585604e-43	RAB19	401409
ENSG00000144476.6	2219.30001992732	-1.8853295100066	0.135207051655016	-13.9440176154204	3.42126360235282e-44	4.33674345605327e-43	ACKR3	57007
ENSG00000163029.16	2510.56161066676	0.938574393271568	0.0673131641030728	13.9434003107384	3.45099053392566e-44	4.36869168639423e-43	SMC6	79677
ENSG00000172172.8	2761.52847659138	1.28085671407997	0.0919289025919963	13.9331230762619	3.9854013490377e-44	5.04191115001377e-43	MRPL13	28998
ENSG00000167880.8	2932.91777542193	1.52590325794101	0.109536083718234	13.9305989966391	4.12878221936247e-44	5.21988317497671e-43	EVPL	2125
ENSG00000164318.18	792.036642065625	-1.60530402544515	0.115246136918376	-13.9293521533144	4.20149160673311e-44	5.30833321509942e-43	EGFLAM	133584
ENSG00000197245.6	243.260686272295	-2.17826768926938	0.156399087114344	-13.9276240639233	4.30437566003917e-44	5.4347666013488e-43	FAM110D	79927
ENSG00000150337.13	284.500409394564	1.78893659570941	0.1285101398787	13.9205871022938	4.74986308501787e-44	5.99332822184031e-43	FCGR1A	2209
ENSG00000262246.6	555.485237351203	1.37601474970042	0.0988839106740157	13.9154564207786	5.10331156188181e-44	6.43510266008047e-43	CORO7	79585
ENSG00000204991.11	676.21949049735	1.56418459877972	0.112435811975239	13.9118006202881	5.3710058897034e-44	6.76823821117353e-43	SPIRE2	84501
ENSG00000187522.16	1129.62811432275	1.03291239948188	0.074255527088593	13.9102426442887	5.48929105038807e-44	6.91278517023447e-43	HSPA14	51182
ENSG00000052749.14	2988.10425945072	1.0315224565281	0.0741952934551754	13.9028017612908	6.09095927483727e-44	7.66548216751182e-43	RRP12	23223
ENSG00000077463.15	894.059172296433	0.861124969415057	0.0619500572482285	13.9003095019687	6.3068058084585e-44	7.93195798227873e-43	SIRT6	51548
ENSG00000131730.16	132.415932920644	-2.07384762258776	0.149201471465173	-13.8996459098048	6.36554919777979e-44	8.00062975944762e-43	CKMT2	1160
ENSG00000153406.14	3263.29498295893	1.16236222737613	0.0836391511588479	13.8973460547031	6.57338449542608e-44	8.25111381953483e-43	NMRAL1	57407
ENSG00000238098.9	84.4548892264685	2.15983097584674	0.155436418705251	13.8952698076656	6.76680413764302e-44	8.48838456694726e-43	ABCA17P	650655
ENSG00000166451.13	391.474914034677	1.64368696418035	0.118324221036597	13.8913820837406	7.14433209570107e-44	8.95614584196971e-43	CENPN	55839
ENSG00000186532.12	781.316937702818	-0.615605495685343	0.0443373387354508	-13.8845838122693	7.85553332072891e-44	9.84132248312848e-43	SMYD4	114826
ENSG00000120645.12	116.248011334939	-2.27886508084054	0.164134503342012	-13.8841318214001	7.90524128058799e-44	9.89717764474393e-43	IQSEC3	440073
ENSG00000260942.1	135.64285549595	1.31527528622555	0.0947586093522509	13.8802721485307	8.34265881337147e-44	1.04380494142947e-42	CAPN10-DT	101752400
ENSG00000170231.16	50.3443747454878	4.90815223851124	0.353704597592028	13.8764162861474	8.80368138986827e-44	1.10077357339466e-42	FABP6	2172
ENSG00000114166.8	1130.58084357168	-1.23970730355088	0.0893424229623114	-13.8759086942812	8.86622940480574e-44	1.10787722924992e-42	KAT2B	8850
ENSG00000048740.18	2327.41007257207	-1.66230745632853	0.119828488999665	-13.8723893642118	9.31222834145621e-44	1.16285473238689e-42	CELF2	10659
ENSG00000164007.11	81.6532433980814	-3.66130856932808	0.263930667826284	-13.8722362182553	9.33213507391311e-44	1.16458776070965e-42	CLDN19	149461
ENSG00000125885.13	459.338383971726	1.11444789168943	0.0803625598752483	13.8677500246315	9.93443962793917e-44	1.23895096663995e-42	MCM8	84515
ENSG00000131943.18	1829.28508942589	-1.29463928559091	0.0933643441178417	-13.8665279322999	1.01051139745499e-43	1.25942317264745e-42	C19orf12	83636
ENSG00000235049.1	80.6568493755385	3.07184124612669	0.221537615395458	13.8660030290715	1.01793132499319e-43	1.26785282631969e-42	LINC00940	100271702
ENSG00000132010.16	36.3396250169719	1.51736363218229	0.109431145822701	13.8659210846673	1.01909455608704e-43	1.26848380376864e-42	ZNF20	7568
ENSG00000163918.11	1352.19745190044	1.24581679099357	0.0898909518266916	13.8592012396919	1.11912668334418e-43	1.39209847191518e-42	RFC4	5984
ENSG00000251002.8	40.3137938750998	2.50745731339228	0.180927941573516	13.8588727179734	1.12426005756674e-43	1.397584027804e-42	TRD-AS1	105370401
ENSG00000169282.18	291.097330336261	-1.51487183964507	0.109358166593569	-13.8523887774665	1.23050836582241e-43	1.52867913896831e-42	KCNAB1	7881
ENSG00000132326.12	2469.28110741139	-1.2841835585435	0.092707869899577	-13.8519368413334	1.23827586000954e-43	1.53734017118665e-42	PER2	8864
ENSG00000073969.18	3588.23543400009	0.917695069817488	0.0662558736776215	13.8507730542152	1.25850331656186e-43	1.56144939430585e-42	NSF	4905
ENSG00000143450.18	139.885841019834	1.54485960041112	0.111549308258284	13.8491186053267	1.28782588932441e-43	1.59680491206475e-42	OAZ3	51686
ENSG00000173548.9	3124.13485752475	-0.888749424178514	0.0641930571524509	-13.8449462232004	1.3648285352372e-43	1.6911967699623e-42	SNX33	257364
ENSG00000267272.5	86.0750122129686	-1.85264938164985	0.133815479567002	-13.8448062036217	1.36749058416822e-43	1.69340917339498e-42	LINC01140	339524
ENSG00000151623.15	582.84134897487	-1.96016083465809	0.141603122719007	-13.8426384744902	1.40936860009199e-43	1.7441500715296e-42	NR3C2	4306
ENSG00000019144.19	4370.22761622237	-1.15835154397142	0.0836886264595969	-13.8412063021568	1.43773395885936e-43	1.77811425206435e-42	PHLDB1	23187
ENSG00000166578.10	200.40152214968	1.56800230687815	0.113425583806558	13.8240620348255	1.82475437891273e-43	2.25531702442969e-42	IQCD	115811
ENSG00000087088.20	2290.33818466102	0.695996429090149	0.0503516381418373	13.8227166935378	1.85918626136968e-43	2.29640410467644e-42	BAX	581
ENSG00000226266.6	41.4871253797285	1.47962439036007	0.10707183796713	13.8189874989753	1.95804517226003e-43	2.41696591934308e-42	BAZ2B	29994
ENSG00000136383.7	712.766766406445	-1.90881068101861	0.138141549317547	-13.8177882791137	1.99093384589485e-43	2.45599361653875e-42	ALPK3	57538
ENSG00000116521.11	6078.72265970295	0.827424944760309	0.0598831347303293	13.8173285097121	2.0036882816242e-43	2.46940667691953e-42	SCAMP3	10067
ENSG00000238000.1	38.8969525355301	1.67819183255624	0.121455806623624	13.817304245953	2.00436363464635e-43	2.46940667691953e-42	PSME2P1	257093
ENSG00000103257.9	5977.53299116725	2.36765257077334	0.171383636261341	13.8149278567233	2.07161673767532e-43	2.55063684757246e-42	SLC7A5	8140
ENSG00000101400.6	1322.79397103748	-1.16343540866065	0.0842495805327375	-13.8093911127375	2.2371449787428e-43	2.75268577702888e-42	SNTA1	6640
ENSG00000198723.11	55.9838883429956	2.27222355314726	0.16457017727579	13.8070189311361	2.31203039718849e-43	2.84301739101765e-42	TEX45	374877
ENSG00000074416.14	6274.3663909754	-1.80857462018624	0.131028511331772	-13.8029090142589	2.44772254875264e-43	3.00795828223941e-42	MGLL	11343
ENSG00000162813.18	3027.47663964576	0.840052559005277	0.0608659808127193	13.8016762038233	2.48994852082281e-43	3.0579037206138e-42	BPNT1	10380
ENSG00000188958.9	12.9049531423382	-2.16527802039799	0.156892907597104	-13.8009936431184	2.51363832325531e-43	3.08503590398005e-42	UTS2B	257313
ENSG00000106701.13	462.045939085427	1.30026269365546	0.0942393619215787	13.7974479786639	2.6403538907271e-43	3.23849882292484e-42	FSD1L	83856
ENSG00000184481.17	1589.6852421085	-1.1896978746844	0.0863056764029565	-13.7847001989738	3.15072759254071e-43	3.85959135273947e-42	FOXO4	4303
ENSG00000187800.13	685.496280914505	-1.97950640140507	0.143607813342183	-13.7841135195645	3.1764447240716e-43	3.88862859186408e-42	PEAR1	375033
ENSG00000152104.12	3954.78115744295	-1.47840773121356	0.107296058936932	-13.7787701231651	3.42049751034756e-43	4.18474799904332e-42	PTPN14	5784
ENSG00000151748.15	2433.48999296441	-0.957220840753272	0.06947617079276	-13.7776856414347	3.47226163405248e-43	4.24538925611555e-42	SAV1	60485
ENSG00000175874.10	35.2587498170391	2.61012225011425	0.189464731570697	13.7762961395288	3.53972530052148e-43	4.32240286697054e-42	CREG2	200407
ENSG00000248896.3	20.6373077553795	-1.39000153206793	0.100897821010544	-13.7763285484893	3.53813701297779e-43	4.32240286697054e-42	LOC102723313	102723313
ENSG00000116918.15	2958.05825956952	0.893235094025643	0.0648451527078464	13.7748938313096	3.60913274415173e-43	4.39881554268285e-42	TSNAX	7257
ENSG00000181652.19	185.904339759725	2.20471182543231	0.160052389254692	13.7749385416793	3.60689904311123e-43	4.39881554268285e-42	ATG9B	285973
ENSG00000213420.8	157.955799658758	2.59318366900029	0.18825375851665	13.7749370287921	3.60697460348833e-43	4.39881554268285e-42	GPC2	221914
ENSG00000180871.8	36.0311716996474	-2.063226310251	0.149790993670741	-13.774034470899	3.65233424574013e-43	4.44866285997528e-42	CXCR2	3579
ENSG00000049283.18	2236.35402236835	2.00784090044253	0.145835921449409	13.7678075503439	3.98112500859955e-43	4.84303355895e-42	EPN3	55040
ENSG00000135678.12	2264.17705702277	-1.82568015393065	0.132637148708425	-13.7644707512826	4.16926259175121e-43	5.06871080852422e-42	CPM	1368
ENSG00000160710.17	33461.4681486551	0.895790003568058	0.0650813416756593	13.764160057307	4.18722412226701e-43	5.08734563483988e-42	ADAR	103
ENSG00000186047.10	40.2585745697404	1.82198211078721	0.132384112223783	13.7628457084587	4.26406346441417e-43	5.17744676339113e-42	DLEU7	220107
ENSG00000072609.18	1723.81030224171	1.01575912122505	0.0738128571536686	13.7612762924265	4.35765398351395e-43	5.287761284769e-42	CHFR	55743
ENSG00000170122.5	34.4204553116473	2.07287328337534	0.150645305624238	13.759959361401	4.4377626318043e-43	5.38158810553644e-42	FOXD4	2298
ENSG00000146477.6	171.374677867731	-2.65739996225963	0.193227071660434	-13.7527311231503	4.90426146589864e-43	5.94357107893538e-42	SLC22A3	6581
ENSG00000106789.13	3131.94962872762	1.49252375109149	0.108542806164219	13.750554309729	5.05408050490846e-43	6.12129951058443e-42	CORO2A	7464
ENSG00000049541.11	2127.57506297692	0.821332443266325	0.0597396706067627	13.7485264803812	5.19773847439349e-43	6.29134786017126e-42	RFC2	5982
ENSG00000222041.11	712.328681907532	1.64380560722732	0.119622521992924	13.7416063450372	5.7192610581324e-43	6.91826456612409e-42	CYTOR	112597
ENSG00000167977.9	2486.86566042921	0.885896031750576	0.0645282938867542	13.728799854918	6.82547616505449e-43	8.24606307420405e-42	KCTD5	54442
ENSG00000220205.9	4158.4032418982	-1.27593870363504	0.0929684700289434	-13.7244240250249	7.25030047148392e-43	8.75383153175789e-42	VAMP2	6844
ENSG00000107021.16	2572.81393495703	-0.811759290589427	0.0591533257170958	-13.7229696005887	7.39724678399259e-43	8.9256722906414e-42	TBC1D13	54662
ENSG00000124243.17	1803.45050108504	1.77760597899331	0.129549414178192	13.7214513108354	7.55380693377826e-43	9.1088915322552e-42	BCAS4	55653
ENSG00000158477.7	97.99626711401	3.81873211973358	0.278385510320637	13.7174241408443	7.98522270722608e-43	9.62311492565149e-42	CD1A	909
ENSG00000174586.11	121.278156850999	1.53930382476882	0.112216170316922	13.7173084807787	7.99796846687162e-43	9.63246601265748e-42	ZNF497	162968
ENSG00000242147.3	51.9259012974987	2.49818384149324	0.182141516032585	13.7156201173066	8.18634694866516e-43	9.85319939902265e-42	LINC02677	102723629
ENSG00000197372.10	790.430906663173	0.9976647109192	0.0727708712516642	13.7096711054752	8.8859714276512e-43	1.06886174370714e-41	ZNF675	171392
ENSG00000171951.5	202.32393375885	2.54510442515926	0.185652037011915	13.7090034998966	8.96810515559571e-43	1.07807003979961e-41	SCG2	7857
ENSG00000149968.12	922.122872811103	2.76604586427553	0.201771188676418	13.7088247455956	8.99022470146145e-43	1.08005697004249e-41	MMP3	4314
ENSG00000176435.7	1390.16561433486	-1.41624203964719	0.103309598706289	-13.7087168799637	9.00359853615112e-43	1.08099140162441e-41	CLEC14A	161198
ENSG00000213551.7	710.276012351326	1.09592153414956	0.0799550488367748	13.7067208399415	9.2546820805785e-43	1.11044688467463e-41	DNAJC9	23234
ENSG00000138039.15	8.0852415922034	-4.33532014524687	0.316386699164343	-13.7025992454726	9.79539393866997e-43	1.17459602797782e-41	LHCGR	3973
ENSG00000116489.13	10093.6767650405	0.636994817847198	0.0465184755058295	13.693372599181	1.11224470303713e-42	1.33289970057514e-41	CAPZA1	829
ENSG00000147996.16	535.505289316591	1.48712605029838	0.108654180702531	13.6867816837142	1.21784974699816e-42	1.45764692766484e-41	CBWD5	220869
ENSG00000171867.17	6215.81017166522	-1.53747271474987	0.112422984364172	-13.6757863478302	1.4166747852105e-42	1.69457111459421e-41	PRNP	5621
ENSG00000160188.10	472.944772909712	2.24568233472235	0.164221678878053	13.6747008681475	1.43797399151717e-42	1.71898400792875e-41	RSPH1	89765
ENSG00000223573.7	1156.00123949389	2.9880702278376	0.218521902370141	13.6740079389218	1.45173686562678e-42	1.73436318925034e-41	TINCR	257000
ENSG00000254854.1	34.5776440004023	1.82964483469269	0.133819058603445	13.6725280672808	1.48157018696553e-42	1.76891056067986e-41	NECTIN1-DT	102724301
ENSG00000128626.12	1713.79461733543	0.985572534449691	0.0721186673694776	13.6659837237482	1.62098265091016e-42	1.93177932450848e-41	MRPS12	6183
ENSG00000179841.8	587.653488315086	2.01097878639665	0.147220855392002	13.6596053666586	1.76940032714519e-42	2.10735360787859e-41	AKAP5	9495
ENSG00000174099.12	2843.08557847927	-1.60761297757685	0.117707525452135	-13.65769071605	1.81653518897668e-42	2.16215815037902e-41	MSRB3	253827
ENSG00000146143.19	959.097741900945	1.18668164027594	0.0869045842601981	13.6549947321874	1.88502970180184e-42	2.24230318838719e-41	PRIM2	5558
ENSG00000170421.12	70269.9830780999	1.75131775318199	0.128270711906429	13.6532940930393	1.9295515139169e-42	2.29385083974441e-41	KRT8	3856
ENSG00000170153.11	964.707636390797	-2.21381720455342	0.162204631806802	-13.6482983247374	2.06647851319982e-42	2.45511881414478e-41	RNF150	57484
ENSG00000143761.16	38578.2915475304	0.764669752707635	0.0560278817884991	13.6480218116081	2.0743335074903e-42	2.46293636740613e-41	ARF1	375
ENSG00000162618.15	2107.38227664102	-1.41710091382895	0.103834124793548	-13.6477378380811	2.08243134505513e-42	2.47103247689036e-41	ADGRL4	64123
ENSG00000214725.9	31.4473516008737	2.98475930012052	0.218769430896412	13.6434020415486	2.21004960495469e-42	2.62085563342632e-41	CDIPTOSP	440356
ENSG00000148357.16	293.87054251674	-2.30519805671814	0.168995631350587	-13.64057779657	2.29733129109567e-42	2.72268993137338e-41	HMCN2	256158
ENSG00000182183.15	45.8952857661781	1.8451919718141	0.135283403433083	13.6394555798325	2.332957108935e-42	2.76321676458653e-41	SHISAL2A	348378
ENSG00000237238.3	26.369706814536	-2.47619301585438	0.181549206913043	-13.6392389587271	2.33989696087138e-42	2.76973832660009e-41	BMS1P10	728611
ENSG00000130695.16	1394.22336312969	1.16050887357173	0.0850880161837728	13.6389226781979	2.35006647902236e-42	2.78007251939706e-41	CEP85	64793
ENSG00000051596.10	615.594458475388	1.22388760488501	0.089783449460094	13.6315502717346	2.59997841793939e-42	3.07007231526608e-41	THOC3	84321
ENSG00000155530.3	101.595986320139	1.79819945359683	0.131936774570123	13.629251279302	2.68318958438737e-42	3.16639318211333e-41	LRGUK	136332
ENSG00000197576.14	8.98802894271719	-2.13313940747828	0.156515644152332	-13.6289213709663	2.69534586462387e-42	3.17879678954847e-41	HOXA4	3201
ENSG00000131462.8	2308.11341993064	1.08984122715356	0.0799677081238759	13.6285164689892	2.71034037024873e-42	3.1945305230302e-41	TUBG1	7283
ENSG00000159377.11	14227.4204816406	0.863472982866304	0.0634076079170413	13.617813559471	3.13823054671743e-42	3.6898562204192e-41	PSMB4	5692
ENSG00000260220.7	36.8397592801111	3.90870262371776	0.287032820837745	13.6176156173	3.14674638018758e-42	3.69761840465108e-41	CCDC187	399693
ENSG00000166268.11	72.0592687749137	2.66252263657064	0.195602784444021	13.6118851484582	3.40350030885416e-42	3.99688869096928e-41	MYRFL	196446
ENSG00000105327.18	693.534813642859	1.43192285971958	0.105199218376055	13.6115351598991	3.4198400789564e-42	4.01363734175454e-41	BBC3	27113
ENSG00000158301.18	718.032941618902	-1.28511905461551	0.0944197430187885	-13.6107027357592	3.45901728827007e-42	4.05469028973309e-41	GPRASP2	114928
ENSG00000182134.16	1549.69966143541	1.31118495290365	0.0963345887748908	13.6107390873651	3.4572971515101e-42	4.05469028973309e-41	TDRKH	11022
ENSG00000238198.2	23.893896479168	-1.7135036415093	0.12593241094943	-13.6065340811857	3.66202861312447e-42	4.29005874762514e-41	LRIG2-DT	100996251
ENSG00000226287.8	128.918199860969	1.42357494501161	0.104629392650155	13.6058798484242	3.69494793465609e-42	4.32600025464765e-41	TMEM191A	84222
ENSG00000114779.19	4102.18421007034	-0.996429501192319	0.0732698911993802	-13.5994401640486	4.0351026051959e-42	4.72138777269379e-41	ABHD14B	84836
ENSG00000140263.15	3062.21175410335	1.95859301320857	0.144084052387824	13.5934059373672	4.38204172144902e-42	5.12423014376223e-41	SORD	6652
ENSG00000160539.6	147.00395123971	-1.40387477638815	0.103277495891891	-13.5932302024218	4.39257833612647e-42	5.13034028399584e-41	PLPP7	84814
ENSG00000178445.10	445.581148140361	3.85177378231802	0.283368274923532	13.5928193915054	4.41730791499383e-42	5.15610600011183e-41	GLDC	2731
ENSG00000152154.11	165.937487552092	-2.19401269849375	0.161435492589449	-13.5906464142517	4.55043647572362e-42	5.30508942896976e-41	TMEM178A	130733
ENSG00000149636.16	1630.79259365484	1.04484377174519	0.0769152407864855	13.584352867667	4.95895492811753e-42	5.77787040418422e-41	DSN1	79980
ENSG00000185112.6	651.680219355247	-1.50227173533472	0.110628857677601	-13.5793839588646	5.30709216103927e-42	6.17977133013603e-41	FAM43A	131583
ENSG00000082458.12	4786.22991217847	0.957192730720207	0.0705009443524151	13.577019989058	5.48114921711378e-42	6.3786048539882e-41	DLG3	1741
ENSG00000267374.2	105.77620340347	2.36390812934	0.174150373660375	13.573948075185	5.71584075509822e-42	6.6477189468385e-41	MIR924HG	647946
ENSG00000182489.9	44.2692946047563	2.03632155883197	0.150048670513108	13.5710736514262	5.94448614346327e-42	6.9094815474984e-41	XKRX	402415
ENSG00000182791.5	122.932851470534	1.9432084208657	0.143214210918486	13.5685446884298	6.15316160686569e-42	7.14343605297064e-41	CCDC87	55231
ENSG00000186522.15	3390.6249592558	-1.03555063992276	0.0763255388831343	-13.5675509806533	6.23713642443477e-42	7.23657666349735e-41	SEPTIN10	151011
ENSG00000213390.11	1137.6997341346	-0.870031746176896	0.0641331090660722	-13.5660310071754	6.3677945423026e-42	7.38373679280922e-41	ARHGAP19	84986
ENSG00000137076.21	23170.0537997476	-0.770859085027857	0.0568403816440429	-13.5618210633293	6.74407028835638e-42	7.8153539190443e-41	TLN1	7094
ENSG00000116329.11	135.879139784163	3.17473766652138	0.234231396613219	13.5538519277317	7.5179195227348e-42	8.70690463670209e-41	OPRD1	4985
ENSG00000186086.18	91.4855890147016	4.11087339560787	0.303322383640919	13.552819103764	7.62447179017689e-42	8.82501773772541e-41	NBPF6	653149
ENSG00000128944.13	1071.83983414011	1.25070003907623	0.0923034051196741	13.5498797412149	7.93600484691227e-42	9.18010428938031e-41	KNSTRN	90417
ENSG00000130204.13	3420.92258031081	0.929291071960364	0.0686113201486267	13.5442820506488	8.56471764729383e-42	9.8955272434463e-41	TOMM40	10452
ENSG00000146216.13	45.5073484016783	2.35603587332188	0.173951525579254	13.5442093162239	8.5732047403109e-42	9.89941238334285e-41	TTBK1	84630
ENSG00000251493.5	52.3001810746505	3.9155224950629	0.289128368929765	13.542505391486	8.77444000077099e-42	1.01257247272936e-40	FOXD1	2297
ENSG00000213057.5	54.1940767683604	1.81299251118248	0.133876604906204	13.5422653752885	8.80316113357096e-42	1.01528039867656e-40	C1orf220	400798
ENSG00000153044.10	608.041115615037	1.16858299349243	0.0863004609437686	13.540866186727	8.97246379321396e-42	1.03418887564026e-40	CENPH	64946
ENSG00000124256.15	274.262626234887	2.59143679416108	0.191394155570147	13.5397906296637	9.1048049840648e-42	1.04881707025739e-40	ZBP1	81030
ENSG00000183161.6	1501.31276131579	0.973113378034144	0.0718753949308604	13.5388943458358	9.21656937590195e-42	1.06105892254871e-40	FANCF	2188
ENSG00000265766.3	74.7964202930533	5.61870933630232	0.415013666982226	13.538612781499	9.25196063314338e-42	1.06449896075678e-40	CXADRP3	440224
ENSG00000122711.9	34.2370123970516	4.69643436966504	0.346935236998563	13.5369194847293	9.467668661186e-42	1.08866918569519e-40	SPINK4	27290
ENSG00000141582.15	3137.49261967143	1.28644144354346	0.0950398172256621	13.5358156307155	9.61097379811609e-42	1.10398626742596e-40	CBX4	8535
ENSG00000157554.19	1111.36657302918	-1.42852021585958	0.105536402692053	-13.5358054606796	9.61230407811609e-42	1.10398626742596e-40	ERG	2078
ENSG00000172366.20	1629.20291759304	1.34466248328704	0.0993613506094094	13.5330535971972	9.97907116700998e-42	1.14542897685264e-40	MCRIP2	84331
ENSG00000235098.8	441.667951610577	-1.71880269735066	0.127009353011603	-13.5328828672455	1.00022791424021e-41	1.14741109544491e-40	ANKRD65	441869
ENSG00000170482.17	118.541979213329	2.27694894425386	0.168275361853955	13.5310892763375	1.0249356912143e-41	1.1750568357791e-40	SLC23A1	9963
ENSG00000006625.18	2390.43559422574	1.25071543690676	0.0924427941624994	13.5296152419214	1.04569512860996e-41	1.19782467747583e-40	GGCT	79017
ENSG00000286733.1	47.7068200646071	2.89653351159222	0.214088765491386	13.5295913587243	1.04603490573648e-41	1.19782467747583e-40	LINC02348	101927505
ENSG00000256235.2	1559.80425552074	-1.39238111410641	0.102918029233882	-13.5290300880346	1.05405157913708e-41	1.20628959749823e-40	SMIM3	85027
ENSG00000104522.16	6008.23806929499	1.00954885514749	0.0746247070663045	13.528345970598	1.06390555906603e-41	1.21684592007327e-40	GFUS	7264
ENSG00000164035.10	1302.32184938193	-1.64921570948852	0.121919060432657	-13.5271359837904	1.0815589881387e-41	1.23630512028778e-40	EMCN	51705
ENSG00000124942.14	96550.2063144119	-1.3714211776786	0.101389041133917	-13.5263255509754	1.09354563152737e-41	1.2492675641541e-40	AHNAK	79026
ENSG00000174021.11	248.51577087806	1.67879776528287	0.124120646852691	13.5255318744456	1.1054124859496e-41	1.262077919833e-40	GNG5	2787
ENSG00000011332.19	49.4067149478647	2.06685193126958	0.152929757289385	13.5150409436571	1.27484756988673e-41	1.45380787220022e-40	DPF1	8193
ENSG00000185010.15	1345.2071284206	-1.39353194624418	0.103115710204451	-13.5142544572613	1.2885444907646e-41	1.46856061785194e-40	F8	2157
ENSG00000101210.13	4869.46548194208	3.30867593380874	0.244832102946342	13.514060835943	1.2919388611836e-41	1.47156102124674e-40	EEF1A2	1917
ENSG00000160785.13	3323.68831283422	0.745614599089885	0.0551790693312866	13.5126345573777	1.31721848070115e-41	1.49947122039981e-40	SLC25A44	9673
